mouse_id	sample_id	human_source	cage_id	ear_tag	mouse_sex	mouse_DOB	mouse_age_d	mouse_age_wk	day	cdiff_strain	date	sample_type	cdiff_cfu	nextDayCFU_colon	nextDayCFU_any	weight_grams	percent_weightLoss	last_day_by_mouse	Early_Euth	log_cfu
369_942	369-942-D8	DA00369	369	942	f	2013-02-14	55	7.86	8	431	2013-04-10	stool	9500000	9.8e+07	9.8e+07	17	91.8918918918919	10	FALSE	6.97772365100405
369_942	369-942-D9	DA00369	369	942	f	2013-02-14	56	8	9	431	2013-04-11	stool	9.8e+07	7.5e+07	7.5e+07	17.5	94.5945945945946	10	FALSE	7.99122608012407
369_992	369-992-D0	DA00369	369	992	f	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	42000	42000	17	100	10	FALSE	0
369_992	369-992-D1	DA00369	369	992	f	2013-02-14	48	6.86	1	431	2013-04-03	stool	42000	8400000	8400000	17	100	10	FALSE	4.62325963061961
369_992	369-992-D2	DA00369	369	992	f	2013-02-14	49	7	2	431	2013-04-04	stool	8400000	1.7e+07	1.7e+07	17.5	102.941176470588	10	FALSE	6.9242793377636
369_992	369-992-D3	DA00369	369	992	f	2013-02-14	50	7.14	3	431	2013-04-05	stool	1.7e+07	8400000	8400000	16	94.1176470588235	10	FALSE	7.23044894692501
369_992	369-992-D4	DA00369	369	992	f	2013-02-14	51	7.29	4	431	2013-04-06	stool	8400000	1.92e+08	1.92e+08	17.5	102.941176470588	10	FALSE	6.9242793377636
369_992	369-992-D5	DA00369	369	992	f	2013-02-14	52	7.43	5	431	2013-04-07	stool	1.92e+08	2.44e+08	2.44e+08	17	100	10	FALSE	8.2833012309655
369_992	369-992-D6	DA00369	369	992	f	2013-02-14	53	7.57	6	431	2013-04-08	stool	2.44e+08	1.68e+08	1.68e+08	17	100	10	FALSE	8.38738982811862
369_992	369-992-D7	DA00369	369	992	f	2013-02-14	54	7.71	7	431	2013-04-09	stool	1.68e+08	9e+07	9e+07	16.5	97.0588235294118	10	FALSE	8.22530928431095
369_992	369-992-D8	DA00369	369	992	f	2013-02-14	55	7.86	8	431	2013-04-10	stool	9e+07	1.5e+08	1.5e+08	16.5	97.0588235294118	10	FALSE	7.95424251426482
369_992	369-992-D9	DA00369	369	992	f	2013-02-14	56	8	9	431	2013-04-11	stool	1.5e+08	5.2e+07	5.2e+07	17.5	102.941176470588	10	FALSE	8.17609126195098
430_304	430-304-D0	DA00430	430	304	m	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	5700000	5700000	24.5	100	10	FALSE	0
430_304	430-304-D1	DA00430	430	304	m	2013-02-14	48	6.86	1	431	2013-04-03	stool	5700000	7e+06	7e+06	22	89.7959183673469	10	FALSE	6.7558749318645
430_304	430-304-D2	DA00430	430	304	m	2013-02-14	49	7	2	431	2013-04-04	stool	7e+06	8700000	8700000	22	89.7959183673469	10	FALSE	6.84509810205632
430_304	430-304-D3	DA00430	430	304	m	2013-02-14	50	7.14	3	431	2013-04-05	stool	8700000	3e+05	3e+05	22	89.7959183673469	10	FALSE	6.93951930253752
430_304	430-304-D4	DA00430	430	304	m	2013-02-14	51	7.29	4	431	2013-04-06	stool	3e+05	8e+05	8e+05	23	93.8775510204081	10	FALSE	5.47712270236552
430_304	430-304-D5	DA00430	430	304	m	2013-02-14	52	7.43	5	431	2013-04-07	stool	8e+05	5400000	5400000	23	93.8775510204081	10	FALSE	5.90309052985971
430_304	430-304-D6	DA00430	430	304	m	2013-02-14	53	7.57	6	431	2013-04-08	stool	5400000	21700000	21700000	23	93.8775510204081	10	FALSE	6.73239384024787
430_304	430-304-D7	DA00430	430	304	m	2013-02-14	54	7.71	7	431	2013-04-09	stool	21700000	1.3e+07	1.3e+07	23	93.8775510204081	10	FALSE	7.3364597538621
430_304	430-304-D8	DA00430	430	304	m	2013-02-14	55	7.86	8	431	2013-04-10	stool	1.3e+07	2.6e+07	2.6e+07	23	93.8775510204081	10	FALSE	7.1139433857141
430_304	430-304-D9	DA00430	430	304	m	2013-02-14	56	8	9	431	2013-04-11	stool	2.6e+07	1.5e+07	1.5e+07	24	97.9591836734694	10	FALSE	7.41497336467445
430_307	430-307-D0	DA00430	430	307	m	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	8e+05	8e+05	22.5	100	10	FALSE	0
430_307	430-307-D1	DA00430	430	307	m	2013-02-14	48	6.86	1	431	2013-04-03	stool	8e+05	4200000	4200000	22	97.7777777777778	10	FALSE	5.90309052985971
430_307	430-307-D10	DA00430	430	307	m	2013-02-14	57	8.14	10	431	2013-04-12	stool	12100000	NA	NA	22.5	100	10	FALSE	7.08278540620855
430_307	430-307-D2	DA00430	430	307	m	2013-02-14	49	7	2	431	2013-04-04	stool	4200000	2.5e+07	2.5e+07	20	88.8888888888889	10	FALSE	6.62324939380134
430_307	430-307-D3	DA00430	430	307	m	2013-02-14	50	7.14	3	431	2013-04-05	stool	2.5e+07	2e+05	2e+05	21	93.3333333333333	10	FALSE	7.39794002604382
430_307	430-307-D4	DA00430	430	307	m	2013-02-14	51	7.29	4	431	2013-04-06	stool	2e+05	12600000	12600000	21.5	95.5555555555555	10	FALSE	5.30103216713096
430_307	430-307-D5	DA00430	430	307	m	2013-02-14	52	7.43	5	431	2013-04-07	stool	12600000	15800000	15800000	22.5	100	10	FALSE	7.10037057958538
430_307	430-307-D6	DA00430	430	307	m	2013-02-14	53	7.57	6	431	2013-04-08	stool	15800000	20400000	20400000	22	97.7777777777778	10	FALSE	7.19865711444141
430_307	430-307-D7	DA00430	430	307	m	2013-02-14	54	7.71	7	431	2013-04-09	stool	20400000	2.7e+07	2.7e+07	22	97.7777777777778	10	FALSE	7.30963018871484
430_307	430-307-D8	DA00430	430	307	m	2013-02-14	55	7.86	8	431	2013-04-10	stool	2.7e+07	15500000	15500000	22	97.7777777777778	10	FALSE	7.43136378024397
430_307	430-307-D9	DA00430	430	307	m	2013-02-14	56	8	9	431	2013-04-11	stool	15500000	12100000	12100000	22.5	100	10	FALSE	7.19033172618929
430_920	430-920-D0	DA00430	430	920	m	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	2700000	2700000	21.5	100	10	FALSE	0
430_920	430-920-D1	DA00430	430	920	m	2013-02-14	48	6.86	1	431	2013-04-03	stool	2700000	7600000	7600000	20.5	95.3488372093023	10	FALSE	6.43136392500877
430_920	430-920-D10	DA00430	430	920	m	2013-02-14	57	8.14	10	431	2013-04-12	stool	1.3e+07	NA	NA	22	102.325581395349	10	FALSE	7.1139433857141
430_920	430-920-D2	DA00430	430	920	m	2013-02-14	49	7	2	431	2013-04-04	stool	7600000	7600000	7600000	20	93.0232558139535	10	FALSE	6.8808136494248
430_920	430-920-D3	DA00430	430	920	m	2013-02-14	50	7.14	3	431	2013-04-05	stool	7600000	1200000	1200000	20.5	95.3488372093023	10	FALSE	6.8808136494248
430_920	430-920-D4	DA00430	430	920	m	2013-02-14	51	7.29	4	431	2013-04-06	stool	1200000	12100000	12100000	21.5	100	10	FALSE	6.07918160795954
430_920	430-920-D5	DA00430	430	920	m	2013-02-14	52	7.43	5	431	2013-04-07	stool	12100000	14100000	14100000	21.5	100	10	FALSE	7.08278540620855
430_920	430-920-D6	DA00430	430	920	m	2013-02-14	53	7.57	6	431	2013-04-08	stool	14100000	17800000	17800000	21.5	100	10	FALSE	7.14921914345641
430_920	430-920-D7	DA00430	430	920	m	2013-02-14	54	7.71	7	431	2013-04-09	stool	17800000	3e+07	3e+07	21.5	100	10	FALSE	7.25042002670746
430_920	430-920-D8	DA00430	430	920	m	2013-02-14	55	7.86	8	431	2013-04-10	stool	3e+07	11100000	11100000	22	102.325581395349	10	FALSE	7.47712126919614
430_920	430-920-D9	DA00430	430	920	m	2013-02-14	56	8	9	431	2013-04-11	stool	11100000	1.3e+07	1.3e+07	22.5	104.651162790698	10	FALSE	7.04532301791228
430_964	430-964-D0	DA00430	430	964	m	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	2e+05	2e+05	24	100	10	FALSE	0
430_964	430-964-D1	DA00430	430	964	m	2013-02-14	48	6.86	1	431	2013-04-03	stool	2e+05	2900000	2900000	23	95.8333333333333	10	FALSE	5.30103216713096
430_964	430-964-D10	DA00430	430	964	m	2013-02-14	57	8.14	10	431	2013-04-12	stool	9400000	NA	NA	23.5	97.9166666666667	10	FALSE	6.97312789980124
430_964	430-964-D2	DA00430	430	964	m	2013-02-14	49	7	2	431	2013-04-04	stool	2900000	15300000	15300000	22	91.6666666666667	10	FALSE	6.46239814765565
430_964	430-964-D3	DA00430	430	964	m	2013-02-14	50	7.14	3	431	2013-04-05	stool	15300000	150000	150000	22	91.6666666666667	10	FALSE	7.18469145920286
430_964	430-964-D4	DA00430	430	964	m	2013-02-14	51	7.29	4	431	2013-04-06	stool	150000	12600000	12600000	23	95.8333333333333	10	FALSE	5.17609415434258
430_964	430-964-D5	DA00430	430	964	m	2013-02-14	52	7.43	5	431	2013-04-07	stool	12600000	14100000	14100000	23	95.8333333333333	10	FALSE	7.10037057958538
430_964	430-964-D6	DA00430	430	964	m	2013-02-14	53	7.57	6	431	2013-04-08	stool	14100000	11500000	11500000	23	95.8333333333333	10	FALSE	7.14921914345641
430_964	430-964-D7	DA00430	430	964	m	2013-02-14	54	7.71	7	431	2013-04-09	stool	11500000	3.9e+07	3.9e+07	22.5	93.75	10	FALSE	7.06069787811835
430_964	430-964-D8	DA00430	430	964	m	2013-02-14	55	7.86	8	431	2013-04-10	stool	3.9e+07	15100000	15100000	23	95.8333333333333	10	FALSE	7.59106461816225
430_964	430-964-D9	DA00430	430	964	m	2013-02-14	56	8	9	431	2013-04-11	stool	15100000	9400000	9400000	23.5	97.9166666666667	10	FALSE	7.17897697605439
578_382	578-382-D0	DA00578	578	382	f	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	6.3e+07	6.3e+07	18.5	100	2	TRUE	0
578_382	578-382-D1	DA00578	578	382	f	2013-02-14	48	6.86	1	431	2013-04-03	stool	6.3e+07	1.7e+07	1.7e+07	18.5	100	2	TRUE	7.79934055634715
578_382	578-382-D2	DA00578	578	382	f	2013-02-14	49	7	2	431	2013-04-04	stool	1.7e+07	NA	NA	15	81.0810810810811	2	TRUE	7.23044894692501
578_389	578-389-D0	DA00578	578	389	f	2013-02-14	47	6.71	0	431	2013-04-02	stool	0	5.3e+07	5.3e+07	18	100	2	TRUE	0
578_389	578-389-D1	DA00578	578	389	f	2013-02-14	48	6.86	1	431	2013-04-03	stool	5.3e+07	2.63e+08	2.63e+08	18.5	102.777777777778	2	TRUE	7.72427587779502
578_984	578-984-D1	DA00578	578	984	m	2013-02-14	48	6.86	1	431	2013-04-03	stool	3.8e+07	2900000	2900000	21.5	102.380952380952	2	TRUE	7.57978360804561
A_503	A-503-D0	DA00581	A	503	m	2013-12-26	68	9.71	0	431	2014-03-04	stool	0	27900000	27900000	22.7	100	10	FALSE	0
A_503	A-503-D1	DA00581	A	503	m	2013-12-26	69	9.86	1	431	2014-03-05	stool	27900000	3e+07	3e+07	24.3	107.04845814978	10	FALSE	7.44560421883971
A_503	A-503-D10	DA00581	A	503	m	2013-12-26	78	11.14	10	431	2014-03-14	stool	204000	NA	NA	25.4	111.894273127753	10	FALSE	5.3096322963152
A_503	A-503-D2	DA00581	A	503	m	2013-12-26	70	10	2	431	2014-03-06	stool	3e+07	3.4e+07	3.4e+07	25.5	112.334801762115	10	FALSE	7.47712126919614
A_503	A-503-D3	DA00581	A	503	m	2013-12-26	71	10.14	3	431	2014-03-07	stool	3.4e+07	9100000	9100000	25.5	112.334801762115	10	FALSE	7.53147892981562
A_503	A-503-D4	DA00581	A	503	m	2013-12-26	72	10.29	4	431	2014-03-08	stool	9100000	5900000	5900000	25.5	112.334801762115	10	FALSE	6.95904144004576
A_503	A-503-D5	DA00581	A	503	m	2013-12-26	73	10.43	5	431	2014-03-09	stool	5900000	1560000	1560000	25	110.132158590308	10	FALSE	6.77085208525137
A_503	A-503-D6	DA00581	A	503	m	2013-12-26	74	10.57	6	431	2014-03-10	stool	1560000	1660000	1660000	25	110.132158590308	10	FALSE	6.19312487674827
A_503	A-503-D7	DA00581	A	503	m	2013-12-26	75	10.71	7	431	2014-03-11	stool	1660000	750000	750000	25.5	112.334801762115	10	FALSE	6.22010834966316
A_503	A-503-D8	DA00581	A	503	m	2013-12-26	76	10.86	8	431	2014-03-12	stool	750000	830000	830000	25	110.132158590308	10	FALSE	5.87506184245062
A_503	A-503-D9	DA00581	A	503	m	2013-12-26	77	11	9	431	2014-03-13	stool	830000	204000	204000	25.5	112.334801762115	10	FALSE	5.91907861562212
A_526	A-526-D0	DA00581	A	526	m	2013-12-26	68	9.71	0	431	2014-03-04	stool	0	20200000	20200000	23.1	100	10	FALSE	0
A_526	A-526-D1	DA00581	A	526	m	2013-12-26	69	9.86	1	431	2014-03-05	stool	20200000	1.7e+07	1.7e+07	25.3	109.523809523809	10	FALSE	7.30535139094635
A_526	A-526-D10	DA00581	A	526	m	2013-12-26	78	11.14	10	431	2014-03-14	stool	1770000	NA	NA	25.6	110.822510822511	10	FALSE	6.24797351172585
A_526	A-526-D2	DA00581	A	526	m	2013-12-26	70	10	2	431	2014-03-06	stool	1.7e+07	1800000	1800000	25.5	110.38961038961	10	FALSE	7.23044894692501
A_526	A-526-D3	DA00581	A	526	m	2013-12-26	71	10.14	3	431	2014-03-07	stool	1800000	9700000	9700000	26	112.554112554113	10	FALSE	6.25527274637795
A_526	A-526-D4	DA00581	A	526	m	2013-12-26	72	10.29	4	431	2014-03-08	stool	9700000	3500000	3500000	26.3	113.852813852814	10	FALSE	6.98677177903887
A_526	A-526-D5	DA00581	A	526	m	2013-12-26	73	10.43	5	431	2014-03-09	stool	3500000	1040000	1040000	26.5	114.718614718615	10	FALSE	6.5440681684344
A_526	A-526-D6	DA00581	A	526	m	2013-12-26	74	10.57	6	431	2014-03-10	stool	1040000	750000	750000	26	112.554112554113	10	FALSE	6.01703375688943
A_526	A-526-D7	DA00581	A	526	m	2013-12-26	75	10.71	7	431	2014-03-11	stool	750000	1190000	1190000	26.5	114.718614718615	10	FALSE	5.87506184245062
A_526	A-526-D8	DA00581	A	526	m	2013-12-26	76	10.86	8	431	2014-03-12	stool	1190000	950000	950000	26.3	113.852813852814	10	FALSE	6.07554732634572
A_526	A-526-D9	DA00581	A	526	m	2013-12-26	77	11	9	431	2014-03-13	stool	950000	1770000	1770000	25.9	112.121212121212	10	FALSE	5.97772406244069
A_566	A-566-D0	DA00581	A	566	m	2013-12-26	68	9.71	0	431	2014-03-04	stool	0	2.9e+07	2.9e+07	26	100	10	FALSE	0
A_566	A-566-D1	DA00581	A	566	m	2013-12-26	69	9.86	1	431	2014-03-05	stool	2.9e+07	4.9e+07	4.9e+07	24.7	95	10	FALSE	7.46239801287463
A_566	A-566-D10	DA00581	A	566	m	2013-12-26	78	11.14	10	431	2014-03-14	stool	320000	NA	NA	26.4	101.538461538461	10	FALSE	5.50515133548804
A_566	A-566-D2	DA00581	A	566	m	2013-12-26	70	10	2	431	2014-03-06	stool	4.9e+07	1700000	1700000	25.4	97.6923076923077	10	FALSE	7.69019608889167
A_566	A-566-D3	DA00581	A	566	m	2013-12-26	71	10.14	3	431	2014-03-07	stool	1700000	3600000	3600000	26	100	10	FALSE	6.23044917684554
A_566	A-566-D4	DA00581	A	566	m	2013-12-26	72	10.29	4	431	2014-03-08	stool	3600000	5700000	5700000	25.5	98.0769230769231	10	FALSE	6.55630262140463
A_566	A-566-D5	DA00581	A	566	m	2013-12-26	73	10.43	5	431	2014-03-09	stool	5700000	980000	980000	25	96.1538461538461	10	FALSE	6.7558749318645
A_566	A-566-D6	DA00581	A	566	m	2013-12-26	74	10.57	6	431	2014-03-10	stool	980000	820000	820000	26	100	10	FALSE	5.9912265188499
A_566	A-566-D7	DA00581	A	566	m	2013-12-26	75	10.71	7	431	2014-03-11	stool	820000	560000	560000	26.5	101.923076923077	10	FALSE	5.91381438201081
A_566	A-566-D8	DA00581	A	566	m	2013-12-26	76	10.86	8	431	2014-03-12	stool	560000	440000	440000	26	100	10	FALSE	5.74818880253137
A_566	A-566-D9	DA00581	A	566	m	2013-12-26	77	11	9	431	2014-03-13	stool	440000	320000	320000	25.9	99.6153846153846	10	FALSE	5.64345366351798
C_516	C-516-D0	DA00581	C	516	m	2013-12-25	69	9.86	0	431	2014-03-04	stool	0	910000	910000	27.1	100	10	FALSE	0
C_516	C-516-D1	DA00581	C	516	m	2013-12-25	70	10	1	431	2014-03-05	stool	910000	9e+05	9e+05	27.1	100	10	FALSE	5.95904186956751
C_516	C-516-D10	DA00581	C	516	m	2013-12-25	79	11.29	10	431	2014-03-14	stool	950000	NA	NA	27.3	100.738007380074	10	FALSE	5.97772406244069
C_516	C-516-D2	DA00581	C	516	m	2013-12-25	71	10.14	2	431	2014-03-06	stool	9e+05	590000	590000	27.6	101.845018450184	10	FALSE	5.95424299198848
C_516	C-516-D3	DA00581	C	516	m	2013-12-25	72	10.29	3	431	2014-03-07	stool	590000	990000	990000	27.4	101.107011070111	10	FALSE	5.77085274773386
C_516	C-516-D4	DA00581	C	516	m	2013-12-25	73	10.43	4	431	2014-03-08	stool	990000	1610000	1610000	27.6	101.845018450184	10	FALSE	5.99563563327862
C_516	C-516-D5	DA00581	C	516	m	2013-12-25	74	10.57	5	431	2014-03-09	stool	1610000	640000	640000	27.5	101.476014760148	10	FALSE	6.20682614577989
C_516	C-516-D6	DA00581	C	516	m	2013-12-25	75	10.71	6	431	2014-03-10	stool	640000	420000	420000	27	99.6309963099631	10	FALSE	5.80618065256848
C_516	C-516-D7	DA00581	C	516	m	2013-12-25	76	10.86	7	431	2014-03-11	stool	420000	1470000	1470000	27.7	102.214022140221	10	FALSE	5.62325032443115
C_516	C-516-D8	DA00581	C	516	m	2013-12-25	77	11	8	431	2014-03-12	stool	1470000	1090000	1090000	27.6	101.845018450184	10	FALSE	6.1673176301865
C_516	C-516-D9	DA00581	C	516	m	2013-12-25	78	11.14	9	431	2014-03-13	stool	1090000	950000	950000	27.6	101.845018450184	10	FALSE	6.03742689637575
C_596	C-596-D0	DA00581	C	596	m	2013-12-25	69	9.86	0	431	2014-03-04	stool	0	370000	370000	27.2	100	10	FALSE	0
C_596	C-596-D1	DA00581	C	596	m	2013-12-25	70	10	1	431	2014-03-05	stool	370000	370000	370000	27.2	100	10	FALSE	5.56820289783428
C_596	C-596-D10	DA00581	C	596	m	2013-12-25	79	11.29	10	431	2014-03-14	stool	189000	NA	NA	28.9	106.25	10	FALSE	5.27646410202157
C_596	C-596-D2	DA00581	C	596	m	2013-12-25	71	10.14	2	431	2014-03-06	stool	370000	3e+05	3e+05	28.5	104.779411764706	10	FALSE	5.56820289783428
C_596	C-596-D3	DA00581	C	596	m	2013-12-25	72	10.29	3	431	2014-03-07	stool	3e+05	580000	580000	28.5	104.779411764706	10	FALSE	5.47712270236552
C_596	C-596-D4	DA00581	C	596	m	2013-12-25	73	10.43	4	431	2014-03-08	stool	580000	650000	650000	29.1	106.985294117647	10	FALSE	5.76342874234588
C_596	C-596-D5	DA00581	C	596	m	2013-12-25	74	10.57	5	431	2014-03-09	stool	650000	92000	92000	28.5	104.779411764706	10	FALSE	5.8129140247877
C_596	C-596-D6	DA00581	C	596	m	2013-12-25	75	10.71	6	431	2014-03-10	stool	92000	218000	218000	28	102.941176470588	10	FALSE	4.9637925479121
C_596	C-596-D7	DA00581	C	596	m	2013-12-25	76	10.86	7	431	2014-03-11	stool	218000	207000	207000	29.4	108.088235294118	10	FALSE	5.33845848577656
C_596	C-596-D8	DA00581	C	596	m	2013-12-25	77	11	8	431	2014-03-12	stool	207000	630000	630000	29.3	107.720588235294	10	FALSE	5.31597244349283
C_596	C-596-D9	DA00581	C	596	m	2013-12-25	78	11.14	9	431	2014-03-13	stool	630000	189000	189000	28.8	105.882352941176	10	FALSE	5.79934123880936
CON_2030	CON-2030-D0	DA00578	CON	2030	f	2012-05-18	46	6.57	0	395	2012-07-03	stool	NA	56500000	56500000	16.8	100	1	TRUE	NA
CON_2030	CON-2030-D1	DA00578	CON	2030	f	2012-05-18	47	6.71	1	395	2012-07-04	stool	56500000	NA	2.08e+08	17.4	103.571428571429	1	TRUE	7.75204845550607
CON_2651	CON-2651-D0	DA00578	CON	2651	f	2012-05-18	46	6.57	0	395	2012-07-03	stool	NA	5e+05	5e+05	16.7	100	1	TRUE	NA
CON_2651	CON-2651-D1	DA00578	CON	2651	f	2012-05-18	47	6.71	1	395	2012-07-04	stool	5e+05	NA	1.51e+08	17.7	105.988023952096	1	TRUE	5.69897087292411
CON_2674	CON-2674-D0	DA00578	CON	2674	f	2012-05-18	46	6.57	0	395	2012-07-03	stool	NA	2600000	2600000	16.8	100	2	TRUE	NA
CON_2674	CON-2674-D1	DA00578	CON	2674	f	2012-05-18	47	6.71	1	395	2012-07-04	stool	2600000	NA	1.02e+09	17.9	106.547619047619	2	TRUE	6.41497351500712
CON_2674	CON-2674-D2	DA00578	CON	2674	f	2012-05-18	48	6.86	2	395	2012-07-05	stool	NA	NA	NA	14.5	86.3095238095238	2	TRUE	NA
CON2_2328	CON2-2328-D0	DA00369	CON2	2328	f	2012-05-18	60	8.57	0	458	2012-07-17	stool	0	1000	1000	19.9	100	10	FALSE	0
CON2_2328	CON2-2328-D1	DA00369	CON2	2328	f	2012-05-18	61	8.71	1	458	2012-07-18	stool	1000	0	0	21	105.528	10	FALSE	3.00043407747932
CON2_2328	CON2-2328-D3	DA00369	CON2	2328	f	2012-05-18	63	9	3	458	2012-07-20	stool	18100000	0	0	20.2	101.508	10	FALSE	7.25767859886335
CON2_2328	CON2-2328-D4	DA00369	CON2	2328	f	2012-05-18	64	9.14	4	458	2012-07-21	stool	0	4e+06	4e+06	20	100.503	10	FALSE	0
CON2_2328	CON2-2328-D5	DA00369	CON2	2328	f	2012-05-18	65	9.29	5	458	2012-07-22	stool	4e+06	10700000	10700000	20	100.503	10	FALSE	6.60206009990157
CON2_2328	CON2-2328-D6	DA00369	CON2	2328	f	2012-05-18	66	9.43	6	458	2012-07-23	stool	10700000	0	0	21.5	108.04	10	FALSE	7.02938381827348
